first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Important_Customer,Age_Category,Tenure_Category,past_3_years_purchase_cat
Eachelle,Noirel,Female,93,1974-01-26,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,New South Wales,Australia,6,NO,Middle_Aged,2,9
Carl,Troyes,Male,4,1973-03-12,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,Victoria,Australia,10,YES,Middle_Aged,1,0
Cordie,Brankley,Female,79,1954-09-21,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,New South Wales,Australia,6,YES,Senior_Citizen,3,7
Jackie,Pays,Male,21,1955-11-09,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,New South Wales,Australia,12,NO,Senior_Citizen,1,2
Carroll,Schlagman,Female,61,1951-08-25,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,New South Wales,Australia,9,YES,Senior_Citizen,2,6
Frans,Idale,Male,1,1969-10-03,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,Queensland,Australia,2,YES,Middle_Aged,2,0
Amara,Clow,Female,47,1966-11-17,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,Victoria,Australia,12,YES,Middle_Aged,2,4
Anthony,Morison,Male,7,1938-06-08,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,New South Wales,Australia,9,YES,Senior_Citizen,2,0
Cherye,Stanfield,Female,0,1981-07-05,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,New South Wales,Australia,9,YES,Middle_Aged,2,0
Ansell,Tolhurst,Male,77,1949-08-11,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,New South Wales,Australia,10,YES,Senior_Citizen,3,7
Erminie,Rabidge,Female,64,1982-03-09,,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,New South Wales,Australia,8,YES,Middle_Aged,3,6
Rosene,Beckey,Female,25,1974-05-21,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,New South Wales,Australia,11,NO,Middle_Aged,2,2
Darlleen,Shalcras,Female,77,1980-09-14,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,New South Wales,Australia,10,YES,Middle_Aged,2,7
Bryon,Goundry,Male,79,1951-02-05,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,Queensland,Australia,5,YES,Senior_Citizen,3,7
Sherwin,Minocchi,Male,71,1947-07-13,Project Manager,,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,New South Wales,Australia,8,YES,Senior_Citizen,2,7
Luci,Dyter,Female,12,1952-05-30,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,Victoria,Australia,7,NO,Senior_Citizen,3,1
Sloan,Pudney,Male,83,1964-11-10,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,Queensland,Australia,9,YES,Middle_Aged,3,8
Otes,Elegood,Male,67,1940-11-25,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,New South Wales,Australia,11,YES,Senior_Citizen,3,6
Davie,Blay,Male,94,1985-12-19,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,New South Wales,Australia,7,NO,Middle_Aged,1,9
Dorolice,Osmon,Female,46,1961-01-15,,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,Victoria,Australia,6,NO,Senior_Citizen,3,4
Meade,McReedy,Female,94,1968-11-23,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,New South Wales,Australia,10,YES,Middle_Aged,1,9
Rikki,Chaffey,Male,69,1945-06-11,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,Queensland,Australia,1,YES,Senior_Citizen,3,6
Adria,Van den Velde,Female,39,1978-07-10,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,New South Wales,Australia,7,YES,Middle_Aged,1,3
Dmitri,,Male,72,1991-02-06,,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,Victoria,Australia,4,NO,Young,3,7
Maddalena,Hencke,Female,61,1952-12-09,Help Desk Operator,,High Net Worth,N,No,22,64037 Swallow Crossing,4170,Queensland,Australia,5,NO,Senior_Citizen,3,6
Rand,Winchcum,Male,34,2000-04-10,Software Consultant,,Affluent Customer,N,No,3,4594 Jackson Hill,2146,New South Wales,Australia,7,YES,Young,0,3
Rowen,Sollas,Male,38,1960-04-23,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,Queensland,Australia,8,YES,Senior_Citizen,1,3
Boothe,Hayselden,Male,42,1940-05-18,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,New South Wales,Australia,10,NO,Senior_Citizen,3,4
Noak,Sleany,Male,1,1965-05-04,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,Victoria,Australia,10,YES,Middle_Aged,3,0
Callean,Wass,Male,65,1988-12-15,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,Victoria,Australia,8,NO,Young,2,6
Keelby,Sudlow,Male,96,1988-09-01,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,Victoria,Australia,8,NO,Young,2,9
Rodrique,Vernon,Male,70,1978-08-06,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,Victoria,Australia,8,NO,Middle_Aged,3,7
Brod,Attrey,Male,46,1966-11-05,Budget/Accounting Analyst III,,Mass Customer,N,Yes,14,180 Lakewood Park,2194,New South Wales,Australia,8,YES,Middle_Aged,2,4
Manny,Mandy,Male,36,1977-01-28,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,Queensland,Australia,7,YES,Middle_Aged,3,3
Becky,Lassen,Female,11,1973-05-11,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,New South Wales,Australia,8,NO,Middle_Aged,1,1
Tessa,Heakey,Female,43,1971-05-31,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,Victoria,Australia,6,YES,Middle_Aged,1,4
Herbert,Henryson,Male,21,1995-10-10,Marketing Manager,,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,New South Wales,Australia,9,YES,Young,0,2
Cristie,Bence,Female,49,2000-04-17,Automation Specialist II,,High Net Worth,N,No,9,3413 Schmedeman Court,4122,Queensland,Australia,8,NO,Young,1,4
Renate,Whyte,Female,60,1963-12-08,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,New South Wales,Australia,7,NO,Middle_Aged,3,6
Toma,Woolforde,Female,67,1992-03-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,New South Wales,Australia,12,NO,Young,1,6
Dorie,Dunleavy,Female,24,1962-05-05,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,Victoria,Australia,4,NO,Senior_Citizen,2,2
Ellie,Toope,Female,29,1973-08-11,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,New South Wales,Australia,11,NO,Middle_Aged,0,2
Leonora,Swetenham,Female,66,1967-10-05,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,New South Wales,Australia,10,NO,Middle_Aged,2,6
Teodor,Mullinder,Male,56,1962-08-26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,Victoria,Australia,5,YES,Senior_Citizen,2,5
Jared,Fendlow,Male,79,1963-08-25,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,Queensland,Australia,7,YES,Middle_Aged,3,7
Porty,Hansed,U,88,,General Manager,IT,Mass Customer,N,No,13,768 Southridge Drive,2112,New South Wales,Australia,11,NO,Senior_Citizen,2,8
Andy,Deeming,Male,79,1979-01-09,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,Queensland,Australia,8,NO,Middle_Aged,1,7
Monty,Thomazin,Male,7,1951-09-16,Quality Engineer,,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,Victoria,Australia,10,YES,Senior_Citizen,2,0
Briano,Janowski,Male,66,1994-07-17,Analyst Programmer,,Mass Customer,N,No,7,3259 Eagan Parkway,2066,New South Wales,Australia,8,NO,Young,1,6
Ginger,,Male,94,1939-02-19,Human Resources Manager,,Mass Customer,N,No,11,160 Fremont Point,2259,New South Wales,Australia,8,YES,Senior_Citizen,2,9
Logan,Colomb,Male,74,1948-01-01,Recruiter,,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,New South Wales,Australia,8,NO,Senior_Citizen,3,7
Nichols,Devinn,Male,47,1979-09-29,Recruiter,,Affluent Customer,N,No,11,5280 Waxwing Point,2071,New South Wales,Australia,12,YES,Middle_Aged,2,4
Catha,Davitt,Female,79,1958-04-16,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,New South Wales,Australia,7,NO,Senior_Citizen,1,7
Melosa,McOwan,Female,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,New South Wales,Australia,9,YES,Young,2,2
Maris,Leete,Female,21,1973-04-14,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,Queensland,Australia,4,NO,Middle_Aged,1,2
Wilburt,Padden,Male,22,1994-09-30,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,New South Wales,Australia,5,YES,Young,0,2
Rosabelle,Godsmark,Female,60,1995-10-19,Executive Secretary,,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,Queensland,Australia,8,YES,Young,0,6
Guilbert,Bearns,Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,Victoria,Australia,8,YES,Middle_Aged,1,4
Meridith,Urwin,Female,62,1997-03-07,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,New South Wales,Australia,7,NO,Young,2,6
Leeland,,Male,66,1957-01-24,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,Queensland,Australia,4,YES,Senior_Citizen,2,6
Gerta,Porrett,Female,46,1959-11-13,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,Victoria,Australia,2,NO,Senior_Citizen,2,4
Karrah,Howell,Female,63,1956-11-07,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,New South Wales,Australia,9,YES,Senior_Citizen,3,6
Alick,Baise,Male,62,1998-08-16,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,New South Wales,Australia,8,YES,Young,0,6
Casandra,Betteridge,Female,29,1942-09-10,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,Victoria,Australia,10,NO,Senior_Citizen,1,2
Maurine,Clee,Female,45,1980-09-13,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,New South Wales,Australia,10,YES,Middle_Aged,1,4
Darwin,Bumpas,Male,24,1978-12-27,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,Victoria,Australia,7,YES,Middle_Aged,3,2
Hayes,Daveren,Male,32,1953-03-27,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,Queensland,Australia,2,YES,Senior_Citizen,2,3
Piper,Issacov,Female,67,1939-11-08,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,New South Wales,Australia,9,NO,Senior_Citizen,3,6
Markus,Pendrey,Male,88,1959-08-01,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,New South Wales,Australia,10,NO,Senior_Citizen,2,8
Sile,Zappel,Female,47,1958-03-29,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,Queensland,Australia,6,NO,Senior_Citizen,3,4
Craggy,Happel,Male,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,Victoria,Australia,6,NO,Middle_Aged,1,3
Egor,Mariette,Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,Victoria,Australia,7,YES,Middle_Aged,0,4
Reinald,Bembrigg,Male,54,1953-08-21,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,New South Wales,Australia,7,YES,Senior_Citizen,2,5
Kissie,Line,Female,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,New South Wales,Australia,9,NO,Young,1,0
Quentin,Gerleit,Female,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,Victoria,Australia,8,YES,Young,0,3
Karoly,Burgoine,Male,57,1947-04-06,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,Victoria,Australia,2,NO,Senior_Citizen,3,5
Clarine,Piecha,Female,99,1964-12-07,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,Queensland,Australia,10,NO,Middle_Aged,2,9
Mycah,Beaston,Male,11,1961-07-31,Environmental Specialist,,High Net Worth,N,Yes,12,2 Mandrake Street,2221,New South Wales,Australia,11,NO,Senior_Citizen,2,1
Clemmie,Bartoszewicz,Female,87,1958-07-28,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,Victoria,Australia,9,NO,Senior_Citizen,1,8
Randall,Mason,Male,95,1974-07-28,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,New South Wales,Australia,11,NO,Middle_Aged,2,9
Donica,Humby,Female,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,New South Wales,Australia,12,NO,Middle_Aged,0,4
Lotty,Loach,Female,76,1961-08-23,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,New South Wales,Australia,3,NO,Senior_Citizen,1,7
Marie-jeanne,Breawood,Female,37,1953-10-12,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,New South Wales,Australia,6,NO,Senior_Citizen,1,3
Babara,Sissel,Female,50,1974-06-08,,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,Victoria,Australia,10,NO,Middle_Aged,3,5
Rodolphe,Glenton,Male,88,1974-09-28,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,Victoria,Australia,7,YES,Middle_Aged,2,8
Thorvald,Duckerin,Male,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,Victoria,Australia,8,NO,Young,0,5
Paulina,Iannuzzelli,Female,57,1956-03-08,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,New South Wales,Australia,11,YES,Senior_Citizen,3,5
Ricki,Padefield,Male,43,1948-08-03,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,Queensland,Australia,9,YES,Senior_Citizen,2,4
Lizette,McKeaveney,Female,30,1994-04-11,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,New South Wales,Australia,10,YES,Young,2,3
Muffin,Bhar,Male,44,1966-04-07,,,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,New South Wales,Australia,4,YES,Middle_Aged,3,4
Jeno,Strafford,Male,67,1941-07-21,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,Queensland,Australia,9,YES,Senior_Citizen,1,6
Brigg,Himsworth,Male,63,1973-10-10,,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,Queensland,Australia,6,YES,Middle_Aged,1,6
Judi,Cazereau,Female,22,1997-03-03,GIS Technical Architect,,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,Victoria,Australia,3,NO,Young,2,2
Shara,Bramhill,U,24,,,IT,Affluent Customer,N,No,2,01 Bunker Hill Drive,2230,New South Wales,Australia,10,NO,Senior_Citizen,0,2
Raleigh,Pont,Male,48,1964-11-02,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,Victoria,Australia,7,YES,Middle_Aged,2,4
Zachariah,Meininking,Male,40,1938-06-09,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,New South Wales,Australia,7,NO,Senior_Citizen,3,4
Lesley,Garey,Male,52,1994-03-29,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,New South Wales,Australia,9,YES,Young,2,5
Adriena,Giffin,Female,27,1957-03-17,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,New South Wales,Australia,9,YES,Senior_Citizen,1,2
Antoinette,,Female,72,1980-07-28,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,Victoria,Australia,9,YES,Middle_Aged,1,7
Carr,Hopkynson,Male,64,1971-10-18,,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,New South Wales,Australia,6,NO,Middle_Aged,3,6
Shay,Briand,Male,57,1956-10-05,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,Victoria,Australia,1,YES,Senior_Citizen,1,5
Karney,Burstow,Male,51,1972-07-02,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,New South Wales,Australia,12,YES,Middle_Aged,1,5
Latrena,Yetts,Female,11,1999-06-18,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,New South Wales,Australia,3,NO,Young,3,1
Jesse,Alflat,Male,31,1984-09-01,Executive Secretary,,High Net Worth,N,No,5,49 Northfield Drive,2145,New South Wales,Australia,9,YES,Middle_Aged,1,3
Kelcie,Kingaby,Female,54,2000-03-24,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,Queensland,Australia,4,NO,Young,1,5
Fabio,Commuzzo,Male,5,1961-10-02,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,Victoria,Australia,8,NO,Senior_Citizen,3,0
Heall,Andrioli,Male,46,1941-06-17,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,Queensland,Australia,5,YES,Senior_Citizen,1,4
Rickert,Brasted,Male,47,1959-09-18,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,New South Wales,Australia,9,YES,Senior_Citizen,2,4
Hedwig,Jayme,Female,38,1952-08-21,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,New South Wales,Australia,10,YES,Senior_Citizen,2,3
Penrod,Tomasicchio,Male,5,1968-05-28,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,New South Wales,Australia,9,YES,Middle_Aged,3,0
Pancho,Edis,Male,1,1970-12-30,Assistant Professor,,Mass Customer,N,No,13,64467 Pankratz Pass,3023,Victoria,Australia,7,YES,Middle_Aged,2,0
Andriana,Gosnoll,Female,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,New South Wales,Australia,10,NO,Middle_Aged,1,5
Nilson,Wiggam,Male,48,1996-02-15,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,Victoria,Australia,6,YES,Young,1,4
Denny,Spleving,Female,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,New South Wales,Australia,8,YES,Middle_Aged,1,8
Roth,Crum,U,0,,Legal Assistant,IT,Mass Customer,N,No,2,276 Anthes Court,2450,New South Wales,Australia,6,NO,Senior_Citizen,0,0
Olia,O' Mullan,Female,77,1973-03-24,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,New South Wales,Australia,7,YES,Middle_Aged,1,7
Conway,Juarez,Male,27,1967-03-02,Help Desk Technician,,Affluent Customer,N,No,17,66904 American Ash Hill,4814,Queensland,Australia,5,NO,Middle_Aged,3,2
Dru,Crellim,Female,57,1963-03-04,,,Mass Customer,N,No,12,90 Morningstar Drive,3030,Victoria,Australia,7,NO,Middle_Aged,2,5
Shaw,MacEvilly,Male,10,2000-05-06,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,New South Wales,Australia,9,NO,Young,3,1
Brook,Eade,Female,65,1957-11-17,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,New South Wales,Australia,5,YES,Senior_Citizen,1,6
Aleece,Feige,Female,49,1975-09-16,,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,New South Wales,Australia,10,NO,Middle_Aged,3,4
Dolorita,Strutton,Female,7,1991-05-21,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,Victoria,Australia,8,YES,Young,3,0
Harman,A'field,Male,39,1960-12-27,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,Queensland,Australia,5,NO,Senior_Citizen,1,3
Hildegarde,Bamb,Female,16,1961-02-10,Help Desk Operator,,High Net Worth,N,Yes,10,5070 Division Parkway,3910,Victoria,Australia,9,YES,Senior_Citizen,2,1
Launce,Gale,Male,86,1939-01-15,,,Mass Customer,N,No,21,4 Fordem Avenue,2777,New South Wales,Australia,9,NO,Senior_Citizen,3,8
Ilise,Clissold,Female,58,1987-11-16,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,New South Wales,Australia,10,NO,Middle_Aged,1,5
Julita,Prene,Female,14,1979-05-16,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,Queensland,Australia,2,NO,Middle_Aged,2,1
Ashlen,Willbond,Female,64,1984-05-15,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,Victoria,Australia,8,NO,Middle_Aged,3,6
Keely,Bointon,Female,71,1988-10-16,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,Queensland,Australia,9,YES,Young,0,7
Poul,Gaskin,Male,78,1950-06-15,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,New South Wales,Australia,2,NO,Senior_Citizen,3,7
Sheilakathryn,Huff,Female,45,1958-05-15,Assistant Manager,,High Net Worth,N,Yes,14,04 Miller Drive,2477,New South Wales,Australia,6,NO,Senior_Citizen,2,4
Rubia,Evetts,Female,59,1990-12-21,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,New South Wales,Australia,9,YES,Young,3,5
Francklin,Cross,Male,51,1981-04-06,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,New South Wales,Australia,10,NO,Middle_Aged,0,5
Wilone,Champley,Female,22,1983-11-06,,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,New South Wales,Australia,10,NO,Middle_Aged,3,2
Lezlie,Clemits,Female,2,1973-05-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,New South Wales,Australia,10,NO,Middle_Aged,3,0
Kathe,Oller,Female,47,1959-08-20,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,Victoria,Australia,4,YES,Senior_Citizen,1,4
Dulce,Bradwell,Female,61,1957-07-03,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,Queensland,Australia,9,NO,Senior_Citizen,3,6
Felice,Dechelette,Male,75,1998-02-05,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,Queensland,Australia,4,NO,Young,0,7
Joane,Caldes,Female,84,1978-03-17,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,New South Wales,Australia,7,NO,Middle_Aged,2,8
Diane,Furman,Female,67,1993-08-11,,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,Victoria,Australia,9,NO,Young,2,6
Ogdan,Blenkinship,Male,65,1951-01-18,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,Victoria,Australia,5,NO,Senior_Citizen,3,6
Kizzee,Agget,Female,98,1976-07-25,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,New South Wales,Australia,10,YES,Middle_Aged,1,9
Stephi,Highton,Female,30,1987-09-09,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,New South Wales,Australia,10,NO,Middle_Aged,2,3
Martino,Scoles,Male,18,1975-01-19,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,Victoria,Australia,4,NO,Middle_Aged,2,1
Morgen,Newport,Female,5,1960-08-31,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,Victoria,Australia,4,YES,Senior_Citizen,1,0
Eugenie,Brinson,Female,79,1963-08-10,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,Victoria,Australia,6,NO,Middle_Aged,3,7
Reinold,Natt,Male,16,1964-08-23,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,Victoria,Australia,8,NO,Middle_Aged,1,1
Jo,Roberts,Female,41,1945-10-31,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,New South Wales,Australia,3,NO,Senior_Citizen,2,4
Jacklin,Duchant,Female,77,1940-03-18,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,Queensland,Australia,4,NO,Senior_Citizen,3,7
Colas,Gabbitas,Male,98,1946-09-09,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,New South Wales,Australia,9,NO,Senior_Citizen,3,9
Claudetta,Ricciardiello,Female,61,1974-04-30,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,Victoria,Australia,8,NO,Middle_Aged,3,6
Angele,Cadore,Female,5,1954-09-06,Chief Design Engineer,,Mass Customer,N,Yes,7,85894 Amoth Court,4125,Queensland,Australia,7,YES,Senior_Citizen,1,0
Cicily,Hast,Female,63,1971-04-26,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,New South Wales,Australia,3,YES,Middle_Aged,1,6
Harland,Messenger,Male,90,1974-05-28,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,Victoria,Australia,10,NO,Middle_Aged,1,9
Sim,Constantinou,Male,91,1992-08-09,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,New South Wales,Australia,9,YES,Young,1,9
Shanon,Rolfe,Female,63,1941-08-19,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,New South Wales,Australia,7,NO,Senior_Citizen,1,6
Chryste,Oddboy,Female,44,1988-08-22,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,New South Wales,Australia,9,YES,Young,0,4
Edin,Patinkin,Female,35,1992-03-26,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,Victoria,Australia,4,YES,Young,3,3
